SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,5th Grade,40,26,0,14,0,3,12,7,1,5,12,5,0,5,4,30,0,1,2,0,6,35,40,35,36,10,40,39,38,40,34,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,AllGrades,338,161,1,176,1,18,62,90,19,39,109,39,0,19,22,209,0,5,24,1,61,299,337,319,316,129,338,333,314,337,277,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,Kindergarten,51,18,0,33,1,1,6,14,3,5,21,5,0,0,3,35,0,0,5,0,12,46,51,51,48,16,51,51,46,51,39,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,Pre-Kindergarten,40,17,0,23,0,2,12,13,0,5,8,0,0,0,1,22,0,1,4,0,21,40,40,40,39,18,40,39,36,40,19,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,1st Grade,67,28,0,39,0,10,7,32,0,7,11,27,0,1,0,52,1,0,1,1,5,40,67,66,67,15,66,67,66,66,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,2nd Grade,100,39,0,61,0,13,5,57,3,5,17,52,0,1,1,77,1,0,0,0,7,48,100,99,99,23,99,100,100,100,93,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,3rd Grade,81,39,0,42,0,6,8,43,3,6,15,38,0,2,3,63,0,0,2,1,8,43,80,79,78,18,81,81,79,80,73,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,4th Grade,91,55,0,36,0,12,8,50,1,7,13,29,0,3,0,74,0,0,3,2,9,62,90,88,91,17,91,91,88,89,82,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,5th Grade,78,37,0,41,0,8,9,38,1,6,16,14,0,12,1,54,0,2,0,0,8,64,78,66,77,24,78,76,78,78,70,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,AllGrades,506,236,0,270,0,64,52,252,10,46,82,189,0,19,7,372,2,2,10,4,45,317,504,487,499,134,504,504,496,502,461,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,Kindergarten,89,38,0,51,0,15,15,32,2,15,10,29,0,0,2,52,0,0,4,0,8,60,89,89,87,37,89,89,85,89,81,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,1st Grade,74,45,0,29,0,9,7,38,4,8,8,35,0,2,6,60,0,0,7,0,12,39,74,72,68,14,74,74,67,74,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,2nd Grade,68,36,0,32,0,5,11,36,5,6,5,36,0,0,2,60,0,0,1,0,9,32,67,68,66,8,68,68,67,68,59,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,3rd Grade,66,29,0,37,0,7,8,31,2,8,10,35,0,0,2,56,1,0,5,0,14,31,66,66,64,10,65,66,61,66,52,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,4th Grade,75,35,0,40,1,5,8,46,2,3,10,45,0,2,2,67,0,0,2,0,12,30,75,73,73,8,75,75,73,75,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,5th Grade,87,41,0,46,0,9,13,47,3,8,7,38,0,9,5,73,0,1,5,0,13,49,87,78,82,14,87,86,82,87,74,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,AllGrades,483,243,0,240,1,54,67,253,23,37,48,229,0,13,20,398,2,1,26,0,86,254,482,470,463,85,481,482,457,483,397,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,Kindergarten,71,41,0,30,0,11,13,36,5,2,4,40,0,0,3,57,1,0,2,0,8,31,71,71,68,14,70,71,69,71,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3583,Wildwood Elementary School,101200,P,Pre-Kindergarten,42,16,0,26,0,8,7,19,2,2,4,0,0,0,0,25,0,0,4,0,18,42,42,42,42,17,42,42,38,42,24,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,1st Grade,51,24,0,27,0,7,10,23,3,3,5,26,0,1,4,27,1,1,3,0,5,25,49,50,47,24,50,50,48,51,46,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,2nd Grade,58,28,0,30,0,7,8,16,3,9,15,21,0,1,1,34,0,1,0,1,9,37,58,57,57,24,58,57,58,57,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,3rd Grade,58,31,0,27,0,9,10,14,5,6,14,21,0,5,3,36,0,0,2,0,7,37,58,53,55,22,58,58,56,58,51,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,4th Grade,67,38,0,29,0,6,11,22,2,7,19,18,0,7,2,44,0,1,1,0,9,49,67,60,65,23,67,66,66,67,58,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,5th Grade,63,25,0,38,0,9,11,24,0,5,14,15,0,7,2,40,0,0,2,3,11,48,63,56,61,23,63,63,61,60,52,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,6th Grade,30,21,2,7,0,1,3,13,2,2,9,5,0,1,0,16,0,0,0,2,6,25,29,29,30,14,30,30,30,28,24,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,7th Grade,25,15,0,10,0,3,6,7,1,3,5,2,0,8,0,19,0,0,1,0,3,23,25,17,25,6,25,25,24,25,22,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,8th Grade,26,12,0,14,0,0,8,12,2,1,3,6,0,1,0,22,0,0,0,2,5,20,25,25,26,4,26,26,26,24,21,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,AllGrades,430,223,2,205,1,52,75,146,20,38,98,133,0,31,13,262,1,5,13,8,59,297,426,399,417,168,429,425,417,422,371,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3328,Woodmont K-8 School,101190,P,Kindergarten,52,29,0,23,1,10,8,15,2,2,14,19,0,0,1,24,0,2,4,0,4,33,52,52,51,28,52,50,48,52,48,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,1st Grade,58,26,0,32,0,9,13,21,3,6,6,24,0,1,8,45,0,1,4,0,8,34,58,57,50,13,58,57,54,58,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,2nd Grade,57,31,0,26,2,11,9,19,3,4,9,17,0,0,4,46,0,2,5,0,7,40,57,57,53,11,57,55,52,57,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,3rd Grade,45,22,0,23,1,4,14,16,3,5,2,14,0,0,4,34,0,2,3,0,14,31,45,45,41,11,45,43,42,45,31,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,4th Grade,64,25,0,39,1,8,13,20,2,7,13,21,0,0,9,56,0,0,4,0,15,43,64,64,55,8,64,64,60,64,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,5th Grade,51,30,0,21,0,6,14,20,3,3,5,25,0,0,9,36,0,1,2,0,11,26,50,51,42,15,51,50,49,51,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,AllGrades,345,159,0,186,4,51,83,114,16,32,45,109,0,2,45,278,1,6,21,0,62,236,344,343,300,67,344,339,324,345,283,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,Kindergarten,32,12,0,20,0,3,8,8,2,3,8,8,0,1,6,23,0,0,2,0,2,24,32,31,26,9,32,32,30,32,30,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2765,Beverly Park Elem at Glendale,101265,P,Pre-Kindergarten,38,13,0,25,0,10,12,10,0,4,2,0,0,0,5,38,1,0,1,0,5,38,38,38,33,0,37,38,37,38,33,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,10th Grade,36,13,1,22,1,1,7,13,0,1,13,5,0,0,1,27,0,0,0,0,8,31,36,36,35,9,36,36,36,36,28,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,11th Grade,32,11,1,20,1,0,4,8,0,7,12,4,0,0,4,23,0,0,0,0,6,28,32,32,28,9,32,32,32,32,26,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,12th Grade,28,13,1,14,0,1,1,8,0,6,12,4,0,1,3,12,0,1,1,0,8,24,28,27,25,16,28,27,27,28,20,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,6th Grade,36,14,3,19,0,4,4,8,0,5,15,5,0,0,0,16,0,0,4,0,7,31,36,36,36,20,36,36,32,36,29,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,7th Grade,36,14,1,21,1,1,1,11,0,8,14,6,0,0,0,15,0,2,0,0,10,30,36,36,36,21,36,34,36,36,26,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,8th Grade,36,13,3,20,0,4,2,9,0,8,13,4,0,0,2,19,0,0,0,0,10,32,36,36,34,17,36,36,36,36,26,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,9th Grade,36,17,1,18,0,1,3,14,0,3,15,3,0,1,0,17,0,2,4,0,11,33,36,35,36,19,36,34,32,36,25,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,5028,Big Picture School,104145,A,AllGrades,240,95,11,134,3,12,22,71,0,38,94,31,0,2,10,129,0,5,9,0,60,209,240,238,230,111,240,235,231,240,180,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,1st Grade,78,41,0,37,0,16,21,27,4,3,7,49,0,1,4,64,0,0,3,0,9,29,78,77,74,14,78,78,75,78,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,2nd Grade,89,45,0,44,0,11,31,24,4,8,11,38,0,0,9,70,0,0,2,0,21,51,89,89,80,19,89,89,87,89,68,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,3rd Grade,85,45,0,40,0,9,22,31,9,4,10,46,0,0,5,71,0,0,3,0,13,39,84,85,80,14,85,85,82,85,72,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,4th Grade,88,46,1,41,0,15,32,23,7,5,6,30,0,0,7,73,0,2,2,0,8,58,87,88,81,15,88,86,86,88,80,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,5th Grade,86,40,0,46,0,16,18,26,5,8,13,29,0,1,10,68,0,0,2,0,23,57,86,85,76,18,86,86,84,86,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,AllGrades,523,272,1,250,0,83,163,159,34,34,50,246,0,2,40,417,0,2,15,0,88,277,521,521,483,106,523,521,508,523,435,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,Kindergarten,96,55,0,41,0,16,39,27,5,6,3,54,0,0,5,70,0,0,3,0,13,42,96,96,91,26,96,96,93,96,83,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2982,Bow Lake Elementary,101272,P,Pre-Kindergarten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3163,Cascade Middle School,101283,P,6th Grade,212,105,1,106,2,40,20,107,5,25,13,80,0,2,14,165,0,3,7,0,28,132,211,210,198,47,212,209,205,212,184,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3163,Cascade Middle School,101283,P,7th Grade,232,103,0,129,4,56,28,108,2,13,21,90,0,1,26,197,0,6,8,0,44,142,230,231,206,35,232,226,224,232,188,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3163,Cascade Middle School,101283,P,8th Grade,240,108,0,132,3,54,26,117,3,15,22,75,0,0,16,194,0,3,5,0,35,165,238,240,224,46,240,237,235,240,205,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3163,Cascade Middle School,101283,P,AllGrades,684,316,1,367,9,150,74,332,10,53,56,245,0,3,56,556,0,12,20,0,107,439,679,681,628,128,684,672,664,684,577,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,1st Grade,54,26,0,28,0,8,1,28,2,5,10,24,0,2,1,41,0,1,4,0,7,30,54,52,53,13,54,53,50,54,47,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,2nd Grade,61,32,0,29,0,11,2,31,2,6,9,35,0,0,1,45,0,0,3,0,4,26,59,61,60,16,61,61,58,61,57,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,3rd Grade,79,38,0,41,0,18,3,40,1,7,10,47,0,1,3,62,0,0,4,0,10,32,79,78,76,17,79,79,75,79,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,4th Grade,66,33,0,33,0,12,4,31,0,9,10,26,0,0,2,50,1,2,5,0,13,40,66,66,64,16,65,64,61,66,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,5th Grade,80,41,0,39,0,16,11,40,3,5,5,36,0,2,3,58,0,2,4,0,12,44,78,78,77,22,80,78,76,80,68,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,AllGrades,399,202,0,197,1,80,27,194,10,37,50,198,0,7,12,293,1,7,28,0,52,201,395,392,387,106,398,392,371,399,347,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,2926,Cedarhurst Elementary,101270,P,Kindergarten,59,32,0,27,1,15,6,24,2,5,6,30,0,2,2,37,0,2,8,0,6,29,59,57,57,22,59,57,51,59,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3098,Chinook Middle School,101281,P,6th Grade,172,80,1,91,1,24,29,67,17,14,20,54,0,12,13,134,2,4,5,0,30,118,171,160,159,38,170,168,167,172,142,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3098,Chinook Middle School,101281,P,7th Grade,213,101,1,111,1,38,42,78,14,15,25,66,0,13,20,171,0,5,9,0,32,147,211,200,193,42,213,208,204,213,181,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3098,Chinook Middle School,101281,P,8th Grade,225,114,0,111,0,31,50,97,17,10,20,59,0,14,11,175,0,2,6,0,33,166,225,211,214,50,225,223,219,225,192,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,3098,Chinook Middle School,101281,P,AllGrades,610,295,2,313,2,93,121,242,48,39,65,179,0,39,44,480,2,11,20,0,95,431,607,571,566,130,608,599,590,610,515,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,1539,CHOICE Academy,101251,A,10th Grade,26,9,0,17,1,2,5,5,1,4,8,3,0,0,0,9,0,1,0,0,4,23,26,26,26,17,26,25,26,26,22,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,1539,CHOICE Academy,101251,A,11th Grade,25,11,0,14,0,4,5,5,1,3,7,4,0,0,0,12,0,0,0,0,2,21,25,25,25,13,25,25,25,25,23,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17401,Highline School District,100105,1539,CHOICE Academy,101251,A,12th Grade,25,10,0,15,0,4,3,7,0,1,10,2,0,0,0,12,0,1,1,0,2,23,25,25,25,13,25,24,24,25,23,4/22/22 0:00
