SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf,foster_care,non_foster_care
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,1st Grade,105,49,0,56,0,8,5,42,0,11,39,36,0,0,66,0,1,5,1,21,69,105,105,39,105,104,100,104,84,4/22/22 0:00,0,105
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,2nd Grade,110,51,0,59,0,11,4,27,1,15,52,28,2,1,58,0,1,6,2,9,82,108,109,52,110,109,104,108,101,4/22/22 0:00,0,109
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,3rd Grade,97,48,0,49,0,13,3,30,2,11,38,28,2,0,61,0,2,1,1,14,69,95,97,36,97,95,96,96,83,4/22/22 0:00,0,97
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,4th Grade,89,50,0,39,0,13,5,29,1,12,29,18,0,0,58,0,0,4,1,8,71,89,89,31,89,89,85,88,81,4/22/22 0:00,0,89
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,5th Grade,102,60,0,42,0,18,2,27,3,13,39,12,1,1,61,0,2,3,5,4,90,101,101,41,102,100,99,97,98,4/22/22 0:00,0,101
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,AllGrades,651,328,0,323,1,90,24,201,8,74,253,171,5,3,380,0,6,25,10,82,480,646,648,271,651,645,626,641,569,4/22/22 0:00,0,649
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,Kindergarten,104,49,0,55,1,21,5,29,1,8,39,49,0,1,61,0,0,4,0,12,55,104,103,43,104,104,100,104,92,4/22/22 0:00,0,104
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3825,Alpac Elementary School,101425,P,Pre-Kindergarten,44,21,0,23,0,6,0,17,0,4,17,0,0,0,15,0,0,2,0,14,44,44,44,29,44,44,42,44,30,4/22/22 0:00,0,44
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,1st Grade,89,37,0,52,0,14,8,24,1,6,36,37,0,2,51,0,0,3,0,6,52,89,87,38,89,89,86,89,83,4/22/22 0:00,0,89
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,2nd Grade,89,35,0,54,0,14,4,26,2,10,33,25,3,1,45,0,1,4,3,10,64,86,88,44,89,88,85,86,79,4/22/22 0:00,0,89
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,3rd Grade,100,48,0,52,0,13,6,24,1,12,44,27,1,0,56,0,2,2,0,13,73,99,100,44,100,98,98,100,87,4/22/22 0:00,0,100
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,4th Grade,88,42,0,46,0,13,11,22,2,5,35,14,1,0,49,0,0,2,2,10,74,87,88,39,88,88,86,86,78,4/22/22 0:00,0,87
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,5th Grade,115,63,0,52,0,12,11,24,3,9,56,15,0,1,60,0,2,6,1,13,100,115,114,55,115,113,109,114,102,4/22/22 0:00,0,114
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,AllGrades,626,286,0,340,1,93,52,155,10,56,259,158,5,5,318,0,7,20,6,88,468,621,621,308,626,619,606,620,538,4/22/22 0:00,0,624
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,Kindergarten,91,36,0,55,1,14,6,26,1,8,35,40,0,1,43,0,1,2,0,9,51,91,90,48,91,90,89,91,82,4/22/22 0:00,0,91
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5082,Arthur Jacobsen Elementary,104336,P,Pre-Kindergarten,54,25,0,29,0,13,6,9,0,6,20,0,0,0,14,0,1,1,0,27,54,54,54,40,54,53,53,54,27,4/22/22 0:00,0,54
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5037,Auburn Mountainview High School,104154,P,10th Grade,437,214,0,223,4,50,45,88,5,31,214,43,20,4,208,0,2,25,18,41,394,417,433,229,437,435,412,419,396,4/22/22 0:00,0,437
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5037,Auburn Mountainview High School,104154,P,11th Grade,393,198,0,195,1,46,48,73,8,26,191,41,12,5,185,0,1,15,18,32,352,381,388,208,393,392,378,375,361,4/22/22 0:00,0,393
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5037,Auburn Mountainview High School,104154,P,12th Grade,378,205,0,173,2,51,48,65,2,30,180,40,15,7,169,0,2,16,17,33,338,363,371,209,378,376,362,361,345,4/22/22 0:00,0,378
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5037,Auburn Mountainview High School,104154,P,9th Grade,420,214,0,206,0,55,34,97,11,35,188,48,16,7,209,0,3,13,15,45,372,404,413,211,420,417,407,405,375,4/22/22 0:00,0,417
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5037,Auburn Mountainview High School,104154,P,AllGrades,1628,831,0,797,7,202,175,323,26,122,773,172,63,23,771,0,8,69,68,151,1456,1565,1605,857,1628,1620,1559,1560,1477,4/22/22 0:00,0,1625
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5522,Auburn Opportunity Project,106153,R,10th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4/22/22 0:00,0,1
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5522,Auburn Opportunity Project,106153,R,11th Grade,36,18,0,18,2,1,1,11,0,7,14,0,0,0,18,0,0,6,5,3,36,36,36,18,36,36,30,31,33,4/22/22 0:00,0,36
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5522,Auburn Opportunity Project,106153,R,12th Grade,82,39,0,43,3,2,6,25,2,7,37,0,0,1,38,0,0,40,5,7,82,82,81,44,82,82,42,77,75,4/22/22 0:00,0,82
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5522,Auburn Opportunity Project,106153,R,AllGrades,119,58,0,61,5,3,7,36,2,14,52,0,0,1,56,0,0,46,10,10,119,119,118,63,119,119,73,109,109,4/22/22 0:00,0,119
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4474,Auburn Riverside High School,101432,P,10th Grade,414,194,0,220,1,52,17,132,11,32,169,44,15,0,166,0,2,17,11,18,370,399,414,248,414,412,397,403,396,4/22/22 0:00,0,413
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4474,Auburn Riverside High School,101432,P,11th Grade,425,220,0,205,2,52,22,110,8,33,198,41,23,3,169,0,6,10,15,30,384,402,422,256,425,419,415,410,395,4/22/22 0:00,0,425
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4474,Auburn Riverside High School,101432,P,12th Grade,346,182,0,164,2,36,18,96,13,15,166,32,22,2,133,0,6,10,8,28,314,324,344,213,346,340,336,338,318,4/22/22 0:00,0,345
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4474,Auburn Riverside High School,101432,P,9th Grade,480,235,0,245,3,51,21,128,18,44,215,56,29,7,203,1,5,16,12,33,424,451,473,277,479,475,464,468,447,4/22/22 0:00,0,478
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4474,Auburn Riverside High School,101432,P,AllGrades,1665,831,0,834,8,191,78,466,50,124,748,173,89,12,671,1,19,53,46,109,1492,1576,1653,994,1664,1646,1612,1619,1556,4/22/22 0:00,0,1661
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2795,Auburn Senior High School,101417,P,10th Grade,416,191,0,225,12,39,38,133,22,26,146,73,7,12,259,4,4,22,10,59,343,409,404,157,412,412,394,406,357,4/22/22 0:00,0,413
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2795,Auburn Senior High School,101417,P,11th Grade,468,210,0,258,11,36,42,153,36,31,159,73,4,11,279,0,4,26,11,87,395,464,457,189,468,464,442,457,381,4/22/22 0:00,0,465
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2795,Auburn Senior High School,101417,P,12th Grade,396,204,0,192,5,40,29,139,25,22,136,48,3,9,244,1,6,36,24,58,348,393,387,152,395,390,360,372,338,4/22/22 0:00,0,395
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2795,Auburn Senior High School,101417,P,9th Grade,455,236,0,219,8,35,45,162,27,39,139,95,13,12,301,1,7,33,10,57,360,442,443,154,454,448,422,445,398,4/22/22 0:00,0,452
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2795,Auburn Senior High School,101417,P,AllGrades,1735,841,0,894,36,150,154,587,110,118,580,289,27,44,1083,6,21,117,55,261,1446,1708,1691,652,1729,1714,1618,1680,1474,4/22/22 0:00,0,1725
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2394,Cascade Middle School,101414,P,6th Grade,285,125,0,160,1,17,29,81,18,26,113,46,12,12,172,0,4,20,13,41,239,273,273,113,285,281,265,272,244,4/22/22 0:00,0,282
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2394,Cascade Middle School,101414,P,7th Grade,288,140,0,148,1,24,32,82,13,27,109,43,9,9,189,2,3,16,8,40,245,279,279,99,286,285,272,280,248,4/22/22 0:00,0,288
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2394,Cascade Middle School,101414,P,8th Grade,273,137,0,136,1,23,27,66,18,28,110,44,7,10,174,0,3,8,3,39,229,266,263,99,273,270,265,270,234,4/22/22 0:00,0,271
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2394,Cascade Middle School,101414,P,AllGrades,846,402,0,444,3,64,88,229,49,81,332,133,28,31,535,2,10,44,24,120,713,818,815,311,844,836,802,822,726,4/22/22 0:00,0,841
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,1st Grade,88,49,0,39,12,2,7,27,10,14,16,25,0,1,61,0,0,7,2,8,63,88,87,27,88,88,81,86,80,4/22/22 0:00,0,87
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,2nd Grade,80,37,0,43,14,4,5,26,3,13,15,27,0,0,56,2,1,4,1,21,53,80,80,24,78,79,76,79,59,4/22/22 0:00,0,77
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,3rd Grade,90,39,0,51,9,1,4,39,8,14,15,27,0,2,68,0,1,3,1,15,63,90,88,22,90,89,87,89,75,4/22/22 0:00,0,90
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,4th Grade,83,41,0,42,7,1,6,36,3,12,18,16,0,1,62,2,0,5,2,18,67,83,82,21,81,83,78,81,65,4/22/22 0:00,0,82
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,5th Grade,94,48,0,46,12,4,7,34,11,9,17,24,0,2,77,0,1,2,1,19,70,94,92,17,94,93,92,93,75,4/22/22 0:00,0,92
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,AllGrades,597,297,0,300,70,25,37,220,46,82,117,140,0,6,429,5,3,35,8,121,457,597,591,168,592,594,562,589,476,4/22/22 0:00,0,589
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,Kindergarten,82,45,0,37,13,6,4,23,10,8,18,20,0,0,57,1,0,6,1,16,62,82,82,25,81,82,76,81,66,4/22/22 0:00,0,81
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3439,Chinook Elementary School,101421,P,Pre-Kindergarten,80,38,0,42,3,7,4,35,1,12,18,1,0,0,48,0,0,8,0,24,79,80,80,32,80,80,72,80,56,4/22/22 0:00,0,80
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,1st Grade,79,40,0,39,0,2,14,18,5,10,30,19,0,7,65,0,0,3,1,17,60,79,72,14,79,79,76,78,62,4/22/22 0:00,0,77
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,2nd Grade,86,41,0,45,1,4,6,28,10,11,26,33,1,5,69,0,0,6,2,15,53,85,81,17,86,86,80,84,71,4/22/22 0:00,0,86
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,3rd Grade,72,35,0,37,0,3,4,25,5,7,28,20,0,6,60,0,0,6,0,9,52,72,66,12,72,72,66,72,63,4/22/22 0:00,0,72
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,4th Grade,87,38,0,49,0,6,9,25,7,11,29,23,0,6,72,0,0,6,2,14,64,87,81,15,87,87,81,85,73,4/22/22 0:00,0,87
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,5th Grade,83,44,0,39,1,7,4,24,5,14,28,14,0,5,63,0,0,2,2,14,69,83,78,20,83,83,81,81,69,4/22/22 0:00,0,83
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,AllGrades,543,260,0,283,3,29,48,154,41,73,195,140,1,36,418,0,0,27,7,108,403,542,507,125,543,543,516,536,435,4/22/22 0:00,0,539
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,Kindergarten,90,42,0,48,1,3,8,26,7,11,34,31,0,6,70,0,0,3,0,16,59,90,84,20,90,90,87,90,74,4/22/22 0:00,0,89
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2932,Dick Scobee Elementary School,101418,P,Pre-Kindergarten,46,20,0,26,0,4,3,8,2,9,20,0,0,1,19,0,0,1,0,23,46,46,45,27,46,46,45,46,23,4/22/22 0:00,0,45
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,1st Grade,78,36,0,42,0,21,10,14,2,7,24,29,0,1,38,0,2,3,0,8,49,78,77,40,78,76,75,78,70,4/22/22 0:00,0,78
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,2nd Grade,108,58,0,50,0,17,8,33,3,17,30,32,2,2,52,0,2,3,4,14,76,106,106,56,108,106,105,104,94,4/22/22 0:00,0,106
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,3rd Grade,75,37,0,38,0,17,11,12,2,9,24,17,4,2,31,0,1,2,2,6,58,71,73,44,75,74,73,73,69,4/22/22 0:00,0,74
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,4th Grade,102,55,0,47,0,16,14,21,2,10,39,18,6,2,49,0,0,7,4,13,84,96,100,53,102,102,95,98,89,4/22/22 0:00,0,102
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,5th Grade,85,49,0,36,0,18,7,17,3,11,29,13,3,1,36,0,2,0,1,2,72,82,84,49,85,83,85,84,83,4/22/22 0:00,0,85
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,AllGrades,530,272,0,258,0,104,56,119,13,68,170,140,15,8,244,0,8,17,11,51,390,515,522,286,530,522,513,519,479,4/22/22 0:00,0,527
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3745,Evergreen Heights Elementary,101424,P,Kindergarten,82,37,0,45,0,15,6,22,1,14,24,31,0,0,38,0,1,2,0,8,51,82,82,44,82,81,80,82,74,4/22/22 0:00,0,82
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,1st Grade,98,40,0,58,0,7,2,51,9,8,21,49,1,1,71,0,0,7,0,14,49,97,97,27,98,98,91,98,84,4/22/22 0:00,0,98
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,2nd Grade,108,54,0,54,0,3,4,66,6,9,20,55,4,2,78,0,0,5,2,10,53,104,106,30,108,108,103,106,98,4/22/22 0:00,0,108
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,3rd Grade,83,40,0,43,0,5,3,43,6,5,21,23,2,2,62,1,0,3,1,13,60,81,81,21,82,83,80,82,70,4/22/22 0:00,0,83
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,4th Grade,120,57,0,63,0,7,7,72,7,5,22,33,0,1,90,0,0,3,1,9,87,120,119,30,120,120,117,119,111,4/22/22 0:00,0,120
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,5th Grade,88,45,0,43,0,2,4,51,8,9,14,17,0,1,72,0,1,5,1,4,71,88,87,16,88,87,83,87,84,4/22/22 0:00,0,87
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,AllGrades,622,287,0,335,1,29,22,344,43,49,134,224,7,14,455,1,1,29,5,81,398,615,608,167,621,621,593,617,541,4/22/22 0:00,0,620
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,Kindergarten,99,39,0,60,1,4,2,52,7,9,24,47,0,7,73,0,0,5,0,20,52,99,92,26,99,99,94,99,79,4/22/22 0:00,0,98
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3669,Gildo Rey Elementary School,101423,P,Pre-Kindergarten,26,12,0,14,0,1,0,9,0,4,12,0,0,0,9,0,0,1,0,11,26,26,26,17,26,26,25,26,15,4/22/22 0:00,0,26
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,1st Grade,107,43,0,64,0,10,5,26,0,13,53,34,1,2,48,0,1,7,1,13,73,106,105,59,107,106,100,106,94,4/22/22 0:00,0,106
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,2nd Grade,82,44,0,38,2,9,8,17,1,7,38,16,2,0,38,0,0,1,2,11,66,80,82,44,82,82,81,80,71,4/22/22 0:00,0,82
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,3rd Grade,102,43,0,59,1,10,2,31,0,9,49,22,2,0,42,0,1,3,4,13,80,100,102,60,102,101,99,98,89,4/22/22 0:00,0,101
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,4th Grade,104,49,0,55,2,10,5,31,0,6,50,18,2,4,49,0,0,6,2,14,86,102,100,55,104,104,98,102,90,4/22/22 0:00,0,102
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,5th Grade,94,43,0,51,1,10,1,41,1,3,37,12,0,1,46,0,1,0,2,9,82,94,93,48,94,93,94,92,85,4/22/22 0:00,0,93
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,AllGrades,600,271,0,329,7,64,22,177,4,53,273,135,7,7,270,0,4,21,12,74,465,593,593,330,600,596,579,588,526,4/22/22 0:00,0,595
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4347,Hazelwood Elementary School,101428,P,Kindergarten,111,49,0,62,1,15,1,31,2,15,46,33,0,0,47,0,1,4,1,14,78,111,111,64,111,110,107,110,97,4/22/22 0:00,0,111
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,1st Grade,103,46,0,57,0,10,5,31,9,9,39,34,3,0,53,0,0,2,4,4,69,100,103,50,103,103,101,99,99,4/22/22 0:00,0,103
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,2nd Grade,104,53,0,51,0,12,6,32,3,17,34,32,2,2,61,0,3,3,3,8,72,102,102,43,104,101,101,101,96,4/22/22 0:00,0,104
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,3rd Grade,114,56,0,58,1,10,3,41,8,10,41,30,3,2,64,0,2,7,1,11,84,111,112,50,114,112,107,113,103,4/22/22 0:00,0,114
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,4th Grade,117,62,0,55,0,14,6,43,4,6,44,28,0,2,67,0,1,5,1,11,89,117,115,50,117,116,112,116,106,4/22/22 0:00,0,114
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,5th Grade,109,56,0,53,0,12,8,37,6,15,31,27,1,1,62,0,2,1,1,6,82,108,108,47,109,107,108,108,103,4/22/22 0:00,0,109
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,AllGrades,699,329,0,370,1,77,35,237,36,72,241,189,9,7,372,0,10,25,10,74,510,690,692,327,699,689,674,689,625,4/22/22 0:00,0,695
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,Kindergarten,114,43,0,71,0,13,4,44,4,13,36,38,0,0,55,0,2,4,0,17,76,114,114,59,114,112,110,114,97,4/22/22 0:00,0,113
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,Pre-Kindergarten,38,13,0,25,0,6,3,9,2,2,16,0,0,0,10,0,0,3,0,17,38,38,38,28,38,38,35,38,21,4/22/22 0:00,0,38
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,1st Grade,68,34,0,34,0,5,4,16,2,4,37,17,1,1,29,0,1,2,1,9,51,67,67,39,68,67,66,67,59,4/22/22 0:00,0,68
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,2nd Grade,65,34,0,31,0,0,0,19,1,6,39,12,1,0,30,0,1,5,1,4,53,64,65,35,65,64,60,64,61,4/22/22 0:00,0,64
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,3rd Grade,78,34,0,44,1,2,3,9,0,8,55,2,1,0,27,0,2,2,3,11,76,77,78,51,78,76,76,75,67,4/22/22 0:00,0,78
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,4th Grade,79,39,0,40,0,1,2,21,1,6,48,11,0,0,42,0,4,2,2,11,68,79,79,37,79,75,77,77,68,4/22/22 0:00,0,78
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,5th Grade,71,27,0,44,0,3,1,13,1,9,44,6,1,0,35,1,1,2,1,16,65,70,71,36,70,70,69,70,55,4/22/22 0:00,0,71
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,AllGrades,474,223,0,251,1,14,11,105,5,42,296,69,4,1,193,1,10,17,8,77,405,470,473,281,473,464,457,466,397,4/22/22 0:00,0,472
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,Kindergarten,84,44,0,40,0,3,1,19,0,5,56,21,0,0,24,0,1,2,0,11,63,84,84,60,84,83,82,84,73,4/22/22 0:00,0,84
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,Pre-Kindergarten,29,11,0,18,0,0,0,8,0,4,17,0,0,0,6,0,0,2,0,15,29,29,29,23,29,29,27,29,14,4/22/22 0:00,0,29
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,1st Grade,128,71,0,57,0,15,5,32,0,18,58,23,2,0,32,0,4,4,2,13,105,126,128,96,128,124,124,126,115,4/22/22 0:00,0,126
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,2nd Grade,112,48,0,64,1,21,11,19,0,16,44,23,8,0,24,0,4,4,4,10,89,104,112,88,112,108,108,108,102,4/22/22 0:00,0,111
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,3rd Grade,113,57,0,56,0,15,6,27,0,19,46,11,10,0,26,0,3,1,2,13,102,103,113,87,113,110,112,111,100,4/22/22 0:00,0,113
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,4th Grade,123,63,0,60,1,15,5,30,0,15,57,15,1,0,32,0,4,5,1,5,108,122,123,91,123,119,118,122,118,4/22/22 0:00,0,123
2018-19,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,5th Grade,117,58,0,59,1,11,4,27,0,18,56,10,6,0,25,0,3,2,4,8,107,111,117,92,117,114,115,113,109,4/22/22 0:00,0,117
